TCOM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-02-28,-0.6822463846147654,0.10102653867275141,-1.1412123923298119,0.5733910852101054,0.2589705435010149,-1.8250679450634133,-2.0356011801703366,-0.6617684255152901,-1.4024465012775977,-1.482165957429624,-0.7756523400702243,-1.0755980509395002,-0.6503817981453224,1.273073098104373,0.24838259685937292
2009-03-31,1.5279298217311783,0.10218001034262489,-0.25417015146562405,0.6000021156378773,0.7874605011481752,0.014428835287095668,-0.2039696019293442,24.748487984783303,-0.13948621801838018,-0.06663496435305746,0.8445983239142166,-0.2983893864948383,0.6743328223603187,-0.21035554733289885,0.0565459663540143
2009-04-30,0.27612503712147113,0.8138113181919057,0.05775142476059941,0.32073850057026604,0.7408691666423158,0.11001452012560242,0.7186743584981152,3.2561271274774946,0.12413701023900321,0.19014788221282167,1.0537948197958102,-0.06949747561108059,10.795788595467526,-0.33049748527984063,-0.15914106446198933
2009-05-31,-1.014468756844489,0.5525465102427323,-0.6484734680098327,0.571374413235468,0.42419577013081067,2.1662104400419704,2.2210714593856844,2.3846014726121227,-0.7310436478927548,-0.6962392876059237,-0.3358450207815663,-0.6306280504458219,-4.99824575614166,-0.4809400298999113,0.0153562569825559
2009-06-30,0.08953972791895191,-0.4945238138146306,0.7505439011109225,-0.5084095074686104,-0.4124863998751352,4.070150781213802,2.6596651321103866,1.7007299099354536,-0.6029169115060496,-0.5599604765961346,-0.13859194165000668,0.7116371493872554,10.360156187375868,2.6647708188636527,0.06173993720160912
2009-07-31,0.3619348155848707,-0.4260221413353373,0.15166411714161948,-0.5410487083911707,-0.582085690302302,0.4437512762682704,0.8496781015100524,1.253528120495351,-0.24794385452980244,-0.18585512782842048,0.18807442665965654,0.13777293132769522,1.61035040232822,-0.21306773196990766,-0.005440018627844497
2009-08-31,-0.056672394241002934,0.3079125592399577,0.5270469009194076,-1.6075608930196268,-0.9654781443626651,0.07724081854745765,-0.23543214107212107,1.0321023866536279,-0.28903475927979966,-0.23359030559469837,-0.07462826780381669,0.627637308153298,2.816017947668397,-0.4457991989935902,-0.03588022660947603
2009-09-30,-0.2700232492670664,0.03013976154697707,-0.21977099522647175,-1.3620388519050475,-2.5117992659202493,-0.1980636147610854,-2.2285546570940458,0.8947935547558686,-0.5199496718958644,-0.47613738875826156,-0.2671827548809604,-0.1670822782812786,-0.033994419337567985,-0.37045028381553796,-0.21395143506135644
2009-10-31,-1.309274615080603,-1.2750086029433774,-1.0406733995799728,-0.5675900888115962,-1.782347892240296,-0.21493105715281643,-0.6988972183079325,0.992726852692909,-1.4537205275845637,-1.5845174878592816,-1.255827722323637,-1.3745838806348676,-3.576165072103963,-0.10404137633150772,-0.02642913855918307
2009-11-30,-0.0712162770233161,-1.2649313367258976,-0.35668147443370707,-0.6107329732302236,-2.050027333174404,-0.18641177330801062,-0.4525315665624219,0.8321053115728283,-1.4278067998655728,-1.5606070441299567,-1.1314593307521668,-0.43234096511951825,-0.6630606992982438,-0.2823507925519492,-0.1258781455472772
2009-12-31,-0.649069851914031,-1.6551323449800561,-1.4750468039751257,-0.7655608805529827,-1.8283306817373763,0.11588081360872217,0.3519458811847354,0.8241354576194585,-2.425124703528301,-2.5116467157831237,-1.5120062496105673,-2.245503060947186,-5.251438716884052,-0.09184307313071467,-0.04801402243335551
2010-01-31,-0.08814038243092406,-0.763634963044602,-1.4000923327058843,-1.2858719829179754,-2.131241004977136,0.510256787150298,0.90163947132314,0.7132041585899219,-2.5848334734331706,-2.4932195212708876,-1.4897755631243745,-2.7298304640219233,-3.192559781928598,-0.3679625623230973,-0.12549793273989554
2010-02-28,-0.766574971020115,-1.2955351846235716,-1.3166918383242834,-1.3067032477288327,-2.078793421850951,-0.2756230351958981,-0.014402068984608468,0.7191621355247843,-2.4061122921621716,-2.4152431611324845,-1.5830837107020113,-2.5803329323103523,-3.00933046821722,0.6523955718175072,-0.0067607204707596825
2010-03-31,0.1295207353410384,-0.5705750332923218,-2.0540798179046624,-1.0295226252521759,-1.7457560855091216,-0.23134111749818528,-0.3708632458959267,0.5655164239615373,-1.359364242308572,-1.738903988295952,-0.8318332569442902,-3.295792954152931,-3.9132054989550644,0.9403780021407576,-0.03778081463237994
2010-04-30,-0.09108014426592435,-0.6050239718049084,-2.1063971254120335,-0.930399174545524,-2.227546507887843,-0.4792186794586264,-1.5425456762805287,0.4129930677068792,-1.2217859142504641,-1.4386291347532174,-0.6291242728477447,-4.768598524790475,-3.2728105137089143,1.5448770276937969,-0.09725546917156298
2010-05-31,-0.5160520718237182,-0.39909310748677806,-1.7149007953993785,-1.200024167346558,-1.994376308854791,-0.22647745954896376,-0.000599646445656496,0.2767391257726958,-1.2855327332996072,-1.402992356219057,-0.7869228326981449,-3.168682652063036,-2.418765042412769,0.7802745299461217,0.06723318045258016
2010-06-30,0.700655606489579,0.07981462842031083,-1.4201999657223239,-0.7191610343973571,-1.3959776511097033,0.4314365252192006,0.4784713432747898,0.15057547981589264,-0.8244030385086526,-0.8440243733247927,0.08671996734973632,-1.5790642690118224,-1.9240832704129311,-0.7230738985506904,0.0317213182539122
2010-07-31,0.3649089310777937,0.45672174082027517,-1.3931974641498852,-0.6178542146290145,-1.1552484604378224,1.3198260908523296,1.3420950030636083,0.03071892657494244,-0.5577334603383439,-0.5594452705349496,0.5621293589828507,-1.3394434129273554,-1.7891963216190554,-2.5951838386144574,0.20693431454264027
2010-08-31,1.9035187417034143,2.3438386911832465,-0.7362096016780478,-0.4664512809501257,-0.4585238214619146,2.9352214564409267,1.6264827201597007,-0.08652201806638941,0.3703685929896498,0.27019087342582787,2.248831090051442,-0.3086880397001963,-1.004650543242349,-4.07078617724882,-0.08274526193492303
