TATA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.40342477568742363,0.8301887977100981,-1.1659719629084302,-1.9747738524426965,-0.04608824018290834,-1.2393136489914733,-0.3840401324394181,-0.5891962466365431,0.016838777378092706,0.2970959273504976,0.503658774156235,-1.3157913233857377,-1.2498191103787546,-0.2100444039573524,0.21904897790700845
2006-03-31,1.7456468963182685,1.493840818832654,-0.4604162233356173,-0.23161474819215735,0.9868009528806204,0.06673920431989867,0.11511080508361489,-1.5002273297456237,-0.5242247024566966,2.7280508740901572,2.049886703463376,-0.6647567813412759,-0.5474944094406544,-0.19175964942913418,0.18557614695143088
2006-04-30,1.2969693443592936,1.9579738811155352,1.0968802331591176,-0.3871569240729594,-1.678256840335637,0.2866038865866002,0.42422325372650815,-2.0007339182457478,0.5535003093684951,3.363878438649629,2.4350086183058135,2.2725108552815327,0.40622987226595364,0.004284209030679262,-0.22221028013121116
2006-05-31,-2.1740358534252002,0.42743159262211444,-0.10706262123017854,2.784087877071615,1.5099677187759577,2.9657960595479635,1.1483391127273015,-0.9505353053731237,-0.7706506409104349,0.6530030468181756,-0.07861059574223712,-0.5069266487083623,-0.20501101038688938,2.7013273892840837,0.031449854691391936
2006-06-30,-0.06984455656872327,-0.6043105411212627,0.5111295815030348,1.6461897423206657,1.4603111709491154,2.001017240782641,0.7657932895401621,-0.9531996430461993,-0.6241933559529399,0.8494880345280187,-0.31779096354431424,-0.14156026276591976,0.26441477337012004,2.531728584698427,-0.07287448722912737
2006-07-31,-0.9159005761790344,-2.127165490398888,-0.29659629070928023,0.22603681898517408,1.6439422741681844,0.5974952065269669,0.3153323604337544,-0.610842025837195,-0.9299441499298086,-0.23490399421656644,-1.1659390142688728,-0.6277191959453003,-0.2772478839383401,0.2731662014480284,0.0
2006-08-31,-0.22927454779944542,-0.7532900107387365,-0.5584903531360971,-0.9770738056699183,1.6090724718857758,-0.6770453078111447,-1.0876033947836103,-0.5919115855848909,-0.8226997337413388,-0.3615175931601625,-1.2280897400362916,-0.7495244073007282,-0.49855029736047496,-0.6374911185226181,0.07648378507919963
2006-09-30,0.4163728940264164,-0.4655261760021179,-0.5408759191723407,-0.5282072053888638,0.6612299455135281,-0.9593609017407557,-1.3107122029369243,-0.8796214572124423,-0.3339739218668433,0.3498339937728328,-0.6282550155204093,-0.6243666001172052,-0.5549547625116026,-0.8606637830827549,-0.08821986110381035
2006-10-31,-0.9990376252941203,-0.48609357067029807,0.2713176897766024,-0.34029343291467956,-0.45986392248811025,-0.6099324988678765,-0.7063356820698762,-0.5356948366186893,-0.6689736347710784,-0.35440399358678787,-0.8415128591852582,0.20760210945929913,0.1934844086910211,-1.087711048839402,-0.047082326748324715
2006-11-30,-0.5961457072035898,-0.7068877084687699,-0.22476054094588555,-0.27401521713332394,-2.0231499401244926,-0.8511834502814738,-0.2883226809472049,-0.3838397955855408,-0.7425054041199379,-1.1611428015337852,-0.9830686858643963,0.5630936531666908,-0.1676300976355662,-1.0545743604080777,0.03021684762037822
2006-12-31,0.1286189390031986,-0.8903021802565307,-0.517705817894993,-0.7341811583281928,-1.8046153218666698,-0.47858108055082466,0.18367716411671053,-0.6211456282761336,-0.4584264623632559,-0.8339240789473997,-0.5851875550316075,0.1479561225201076,-0.4727868314422644,-0.6514858968817163,-0.036423229062915466
2007-01-31,-0.4152338622235745,-0.5393363798209466,-1.0191657393600664,-1.0224840067852525,-1.7859520885450209,-0.6694052441598569,-0.19610201222902301,-0.578323941252473,-0.59698884656981,-1.3977463045767127,-0.7084117158770298,-0.47513640557737724,-0.9091309752939634,-0.602349232180133,-0.04945186164214775
2007-02-28,-0.5169263784683708,-0.491813994757628,-1.4622917953155423,-0.954062450082502,-1.6063382562738828,0.13154245470984116,0.6670892532601393,-0.46607318990835395,-1.9682011281780976,-1.9851888761869187,-0.8667285684797935,-1.1877538159387924,-1.3407497723388617,-0.2941665283138204,0.015952751450199934
2007-03-31,0.12753788971878663,-0.5147268604207713,-2.0905590936348957,-1.0428948126943456,-2.051482288005273,-0.6658389084611888,-0.21818201474056667,-0.07043123506717426,-5.8390867724951985,-1.6409687485238746,-0.45301918588104906,-2.54378662876087,-2.0280161976358153,0.04757807929215346,0.20057314876159094
2007-04-30,1.7930654676110462,0.8792461994924697,-1.7930791041108685,0.5722670646117971,-0.4073837234215161,1.3497104420715118,1.9814581747013968,-1.3921387228991258,-1.3999346892850077,0.685123263100298,1.089272447336145,-1.5061915225219407,-1.6433515733004607,-0.7006378145649752,0.14006727423509333
2007-05-31,1.0907373737399064,1.9003883611810155,-0.289912410269591,-0.01786110931615432,-0.24224076623015434,-0.23976143820326287,-0.44158339470246555,-2.0723101806471402,0.2570948351841451,1.8053759500697202,1.7992744158203147,-0.20186117863121555,-0.4469634542127121,-0.3777379187323418,-0.05651886621392845
2007-06-30,-0.7069963423355647,1.300152039102538,-0.6150945202933441,0.6612472908480557,0.046303826270336,-1.517960288461739,-1.4691737438310781,-1.4547211727830127,-0.32178079017348754,1.2266929199163552,0.7700179966125322,-0.509571230872064,-0.6740080902996335,-0.6638383805404231,0.0939694138976876
2007-07-31,0.6277028317726078,0.6099811768073955,0.278378598306198,0.12321564834070772,-0.09831328206169293,-0.6328549845341648,-2.2007774652350096,-1.864051354482659,0.7505786973351631,1.625059456523097,1.0097346568375825,0.227528168647525,0.023466768935926634,-0.8424505207282202,0.04965622639633173
2007-08-31,0.22654405160254992,0.08923126772383318,0.5717776038233394,-0.31086418202102895,-0.48426013800829526,0.11240218700747355,-0.07722435818941444,-1.8286151408152096,1.3336496075252025,1.4529422774839678,0.7423716823109016,0.6460207291975754,0.24304183721548697,-0.18289504236593268,0.20969217063550363
2007-09-30,1.6535958979290062,1.5368030235339771,1.452809475121295,-0.22232576353849676,-0.21389169726967522,-0.16258758730760636,1.3513771534565084,-2.3541009143792277,3.851409213808549,2.205135041426224,1.6323642580256528,1.2298833463549452,0.652923425496457,-0.7283263177340776,0.1864018954857806
2007-10-31,1.330574306561767,1.9406798078106373,3.461668271594941,-0.21770159788915808,-0.2861279593208505,0.12108432021378816,0.6889998531806079,-2.417488241998658,4.113753015296141,2.571168479545034,2.202077260037269,2.990370007995147,1.6743220568484585,-0.48616003043882217,-0.09227841447665482
2007-11-30,-1.2609521928482677,1.019109342578044,2.3947455365344803,1.2836290592393484,0.47290334253593225,-1.2554339336513651,-1.950003565825226,-1.7150578939852754,2.069533139063799,1.2687167387352467,0.6077282556257085,1.553882987002594,1.5338616627525539,-4.2564293113878735,0.12447202380718006
2007-12-31,0.7373571618654263,0.5121329773314209,2.664085591682381,0.8887390739791476,0.05294261398642396,-0.7583897522669538,-1.1558336262176014,-1.748285781479165,2.2620050261234548,1.2743667117058477,0.8053491324525421,2.217471050169281,1.537334337718055,-2.685240639451883,-0.23619126670668522
2008-01-31,-2.441214351396673,-1.7084154815057198,1.1616845337738924,1.5421280542952684,1.9301615961720289,-0.44415152872180175,-0.9473759593471976,-0.6526217187916886,0.7473338394169383,-0.12825645278775039,-1.1594815198458255,0.2745661055004901,0.9964530957639793,-0.9520145847450541,0.08198360519902154
2008-02-29,0.40583794757205865,-0.6955438665869719,1.7579701199053575,1.6845424902423438,1.7575883349248052,-0.4154946973886619,0.7842796610835074,-0.751342614570188,1.0394322762308124,0.014759363643178366,-0.8350463038414094,0.6090479034996412,1.3937506070721586,-1.1334590759491452,-0.14374540099022415
2008-03-31,-1.3679384517160547,-1.9371828816784649,0.7855703049664865,0.9604620707637247,1.4210849315248724,-0.21224354495753714,0.6143211844074892,5.532458662679607,-1.1812674935526135,-0.793335599066759,-1.5479685603383935,0.13448679314793277,4.668594372182093,-0.34296963853000795,0.16414487129141178
2008-04-30,1.1766980558733637,0.11664505343804993,0.5693955621369512,0.8179346983575108,1.2310059283184054,-0.25855562162746715,0.17518280920489077,2.3763809278689827,-0.6772612495460427,-0.16906386180651756,-0.3463056745658025,0.04568135083641562,2.256210630416557,-0.33353159971329077,0.09831385979400846
2008-05-31,0.6675414261950947,0.2842781479473676,0.4206817084103082,0.8034327337947706,1.1525838670563968,0.49931666795470436,0.741930159651374,1.569155794452643,-0.35499523355380386,0.08597731204682399,0.3514649604090888,0.011050790081290281,1.4472901427001366,0.5522937751702981,-0.21406339900780502
2008-06-30,-2.1064305940407624,-0.05469979982776206,-0.22884464733043733,1.7347259466620055,1.4351128074645452,1.002155047318731,0.7547584243309257,1.939915228969047,-0.7618668454862809,-0.9579734763648214,-0.8967866509401088,-0.4842870183475915,0.7503386673780402,0.7880251143028518,-0.10654757522336401
2008-07-31,-0.9953263032193894,-1.4324930730815262,-0.8758062633497221,0.905199602509013,0.8630843199058114,3.402033377808389,1.7788357379146045,1.8146196965227848,-0.8338862693054089,-1.4366769229671346,-1.4025819025276083,-0.857606740650168,-0.4384506954846119,1.2273196479470045,-0.08680431621655325
2008-08-31,-0.8183681203741908,-2.409554462132981,-1.2175179641405005,-0.8600814687124934,0.7142629309483294,2.285104748897856,1.0213732103801554,1.6378115199799008,-0.8389868081076324,-1.7825845406672665,-1.5782325202414522,-1.1105137967170267,-1.2212698920806566,0.6628519760685309,-0.3409543158377321
2008-09-30,-2.7610383439462787,-2.684089905263137,-2.2226978775731756,0.5298667523565889,1.7496509257964956,1.6940378731267698,0.6824053894256636,1.955749060580964,-1.0458132516989198,-3.03677682591703,-2.797610368681476,-1.704759978979633,-4.591628693365966,-0.3659521357360238,-0.7110250330239458
2008-10-31,-4.830674116181592,-4.70688168564427,-2.746358438974929,3.8517075255701005,3.6481303431177685,3.153497970190601,1.024999395173016,2.3146172830047345,-1.1968372258667324,-4.418465575394525,-3.8381815403182036,-1.6977287734204032,-9.96778546221073,-3.65598413947851,-0.3263609270168923
2008-11-30,-1.443022662645053,-3.954001365873503,-2.3921640523757484,1.4193775794216108,1.8917758110105614,2.487601367802743,1.8185654614601956,1.8104251689400366,-1.0285961016887764,-3.325668029613742,-3.0436513867371455,-1.7424211253476063,-6.157012083631725,-2.94842457621486,0.36131206318736375
2008-12-31,1.8845499050674572,-1.3593691884592565,-1.9716678169353943,6.187376333483464,3.935055128180833,1.9153503593094432,2.1264935998927648,0.8133060921388612,-0.7412440267322845,-1.9615188241859387,-1.5430457485374138,-1.2136625989679881,-2.3715786259875156,-1.9429573060003185,-0.16269212466028957
2009-01-31,-0.5879933727256683,-0.060191295735011384,-1.7254614870981722,1.9636151143973917,2.9449535164894893,0.8737712001489918,0.3011291949873231,0.8297458727960938,-0.647702513463223,-1.8252542177465736,-1.2582038016190864,-1.109517251554038,-2.3738314324995593,-0.5551387630283442,-0.06623356738670437
2009-02-28,-0.1426635813588711,0.5148319151819388,-1.6229652811508575,1.0247495043845007,2.4665735298052565,0.22773120765914617,-0.7988988887400539,0.723326498935587,-0.5483125453655168,-1.6028501614154425,-0.6699241088134973,-1.0571215147319866,-2.3131682227838897,0.25233080538591673,0.17551249303678726
2009-03-31,0.9084637515178573,0.09134082726882348,-1.3677586339383836,-0.008630816180446626,2.3959459972813053,1.1438735575049228,-0.07714094556038119,-0.28030793156152695,-0.44088797208422437,-1.2300562172960807,0.48083854560132705,-0.9308022667783081,-0.31698799607390377,-0.8612915861830509,0.1452379648566826
2009-04-30,0.7363493405297306,0.7588576229967298,-1.2988951003542069,-0.4658880892010503,0.7406320571854326,1.1415777950786266,0.6857650273256877,-0.3402676316714386,-0.40503770833100344,-0.9672436678011497,0.9434082273216035,-1.1931879988626592,-0.2076532482514316,-0.923535540903756,0.5319965282991137
2009-05-31,2.417342788658466,2.0395936962677195,-1.0009902736979093,0.3216370023813172,0.7514366181246265,1.0366009609476377,1.3667393660539517,-0.5158985026756084,-0.1494436863648301,-0.3937166692686569,2.6018617119344656,-1.0063314879905947,0.1272610961244026,-0.3777692998770598,-0.03696189360750788
2009-06-30,-0.09173438211515243,1.4396023574199548,-0.8140941723268793,1.0012542786314178,0.5797314926724033,0.7433701497590364,0.21634974956376718,-0.5351425219013246,-0.1331697410588533,-0.37244035464151887,1.5327730867780558,-0.8838858587932666,0.1753912409431309,0.07546301647442724,0.1683545295146143
2009-07-31,0.7035302810908837,1.4100751983717204,-0.5350657786073775,0.9027872848211723,0.13257800983783233,0.7408896890756695,0.050197174035098435,-0.5897299886316429,-0.011066941925301837,-0.08432331775012133,1.4647235105355971,-0.7334766202674969,0.2951721629508852,0.42088439182987936,-0.08590104555688285
2009-08-31,-0.2952744623499062,0.15288413895089537,-0.49698370560744914,-0.6190371565735253,0.13160714864437967,-0.24402359499096282,-0.908823346022426,-0.600100836918956,-0.02379754005781613,-0.11564252696154946,0.5710705577445713,-0.6790531558666136,0.2951141781835166,0.9317380064698939,0.18294950029967486
2009-09-30,0.7645088722317241,0.5723723611107387,0.2121788106617584,-0.49850378129863654,0.07654603292883518,-0.8913269660873991,-1.3073030120847124,-0.6718357251126271,0.15278145556131095,0.22851917270393113,0.7380376616014491,-0.1313442304404082,0.5183853012649544,0.9565596960751184,-0.07718705537598744
2009-10-31,-0.23624903653346188,0.11525217552021394,1.708354042542937,-0.5237019726348796,0.25785024941217277,-1.5683541316922205,-2.005567377830187,-0.713424669217556,0.21874392439913787,0.2360921218669811,0.1852994907490884,0.904040359392011,0.9705104513852204,-1.2773864051445902,0.20563124678412228
2009-11-30,0.9141644882604698,0.7169458670005442,3.8411668621102733,-0.5207240176525542,-1.0830917112868341,-0.9985527081245098,-0.733467654329686,-0.8312833737967197,0.6550266568625769,0.5744500851694108,0.7057423096087319,4.82020258520457,1.3852919356695599,-1.6015797217577437,0.06431996578755905
2009-12-31,0.30587620227690804,0.4861824169625438,1.9150505928291943,-0.6746331328541486,-1.2113520231675787,-1.2170661983356936,-0.6237160435652461,-0.9044174207179514,1.0382775531689912,0.7463431704412358,0.6526842238183498,2.2973284016359647,0.9546164197315902,-1.060120828114671,-0.08195710727366588
2010-01-31,-0.25115459741153046,0.4795611329923601,2.0525185644806805,-0.6473727087693515,-1.184015620629693,-1.531327952410452,-0.4486645815096816,-0.9613395790372199,1.3452123325054053,0.7284953944652396,0.26644745729389596,2.395278097624862,1.0570205832122033,-2.310735709853055,0.00913588903006846
