JPVL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-1.053610881779897,-1.132484750429644,-1.0924830889349246,-0.5232354656581709,-0.8619139444554678,-0.3426908515529406,-0.5379523224299373,1.0225284079820014,-2.4228017410808884,-0.8027854215289496,-1.1798972308924016,-1.280038579374554,-0.6106803720918901,0.2614371283457918,0.101020402315209
2011-03-31,0.4940791774962279,-0.7421434686879222,-1.0326785917482733,0.36696410853374495,-0.469872587475112,-0.400137062453319,0.2289874358573353,0.2560515051233438,-3.5380283435126936,-0.8892869306531723,-0.6769302645404607,-0.923621905348305,-0.6782307967867474,0.2622049159314631,0.1330864537962701
2011-04-30,0.6620115843945511,0.05503821004089393,-1.0064605648757852,0.49496894612218134,-0.06892387027574921,-0.694268144510972,-0.1307620169223358,-0.42636986665576787,-2.641704241726553,-0.9060668048730506,-0.07701219415730419,-0.7536812746823681,-0.74255293363891,0.3819723871861193,0.021572485254127978
2011-05-31,0.06960642266955741,0.5768763004573673,-0.8738207386109007,-0.8597325758312153,-0.1791510663617661,-0.960851254244526,-0.3714490696431397,-0.1962258883794505,-2.0536248797870753,-1.0619517984043563,0.08755655503554162,-0.6484981079915906,-0.7618167580386058,0.32131870519473565,-0.027822505599299188
2011-06-30,-0.11319040296059786,0.3555459001726497,-0.9277077888240639,-0.46065734237378353,-0.11579604706672639,0.413380798398894,0.3228510364483123,0.19045861834245728,-1.702508654209285,-1.1566709676755407,0.20079097500634704,-0.7126853157156348,-0.7845007518541878,-0.018882300791850243,-0.10570888702522355
2011-07-31,-0.7957098586474767,-0.35135567910423,-0.9547902362140335,-0.6620676701212438,-0.1930653452374419,-2.0724373256170305,-0.7386675379146668,1.074607699224835,-1.5531602414826202,-1.4066696495005535,-0.101719062598932,-0.8066611006425359,-0.7980518212699873,1.4631594829971764,-0.2628289484907224
2011-08-31,-2.3449830544167556,-2.1549479044519764,-1.0105904191515611,0.4131975431230036,0.33347203645137835,2.65799539276475,1.7954788726631412,3.3043664974493367,-1.5673845550758712,-1.4789106894099973,-1.7267371755944523,-0.75874860205794,-0.913311779680711,-0.1751946468722287,0.028296750212504086
2011-09-30,0.6112612372570574,-1.5862953074602277,-0.9201795370374296,1.0122856734616628,0.27033738432487386,-0.1556077533898492,0.01982576498306846,2.5589925713095547,-1.2359655845743214,-1.3909900669941326,-1.326921465805377,-0.735425450398115,-0.8277229934290019,0.9515138922547578,0.12412606741381706
2011-10-31,1.4456059453348653,-0.04244039521744697,-0.7386332617085067,2.090088213874124,0.36754090593518185,0.056834982822994824,1.8267342358229353,1.5646687529203702,-0.9130923386562572,-1.113037243763201,0.19504326182302736,-0.5913242157585986,-0.6490782737244767,0.700612938311712,-0.12854108562293393
2011-11-30,-1.0344042694869573,0.7538339742911813,-0.6563008730911238,0.4868402123385788,0.8609769470701666,8.70472762456008,1.713528776875559,2.6276764294672748,-0.8894142229133084,-1.6985495270265043,-0.47834233570163026,-0.5254502301458055,-0.6193063406279222,-2.14000358884958,0.03336059909419439
2011-12-31,0.6300009632870939,0.7292849235831437,-0.5520406317775316,0.596535558868329,1.2024388917308186,0.6583210674994557,0.9934040971305785,2.227057965362868,-0.7109222301675202,-1.8871675420145677,0.41048586600247794,-0.4054575704041145,-0.5237979696692413,0.12340075236799437,0.22854973890158947
2012-01-31,2.538976572543372,1.3267522833987342,0.0299931265665564,1.9463643009848683,2.4478940369276154,3.9040698303618813,3.2717716765393496,0.5476193247989143,-0.3666858725057468,-0.5678360397972548,2.9577003954550034,0.07499309723952065,-0.0748055405651268,-0.056979514542661515,-0.0022727282510023442
2012-02-29,0.14565178617617874,2.0696218954065535,0.4620340414569688,0.527331213207698,0.3995745526996189,2.17943350735296,0.7859597659743084,0.5827447238912754,-0.28480008690701103,-0.4662874671326959,1.8922417289370317,0.43730500182492543,0.25881088624361714,0.6928080135857994,-0.0755967844443143
2012-03-31,-0.4996919480163031,1.224983902849456,0.2722956286616353,1.2514808816111462,0.7436039543620522,0.705961007035864,1.254570942817945,8.975309826187255,-0.08282092074500082,-0.8112302038857483,0.7412115453762191,0.25232864403780586,0.3099108001467287,-0.15065908600473982,-0.0061538655743782235
2012-04-30,0.12937197839974243,-0.13996291456507842,0.16005329914394503,-1.6184104107519026,0.48131087852282955,-0.19226381265161788,-1.9402693335822494,3.4659762360149213,0.02660919290531862,-0.6919965951490938,0.5930653263171457,0.13549632013972815,-0.2324286921727939,-0.04472329950673893,-0.12475170497247676
2012-05-31,-0.8813541541510499,-0.7799929452623036,-0.13769756405168415,-1.1318296881164616,0.39493839546658016,-0.47247277019785794,-2.355678779284306,2.791690752264816,-0.017719314313019825,-1.6179866429350425,-0.45278874025737864,0.11130119310893823,-1.5742744374972342,0.30729210954829045,-0.025497131933483762
2012-06-30,-0.006061672713824792,-0.46295738582116325,-0.07884132109453247,-0.9629468923539377,0.3406321304854067,-0.39281578926052896,-1.2751239367490566,2.0452336644266578,0.07017481490798382,-1.664295704110952,-0.619075925766683,0.15539910953341082,-1.488752561233184,0.20254116776384576,-0.09316041186783228
2012-07-31,-0.5813749405942805,-0.8959526766366531,-0.009575069117444365,-1.1814548866945214,-2.1857768577494374,-0.14053051926940263,0.28144521011585855,1.8153705133160467,0.04832758921827331,-2.4565819745189694,-0.8599701538263239,-1.8009242384436346,-1.5274279136742095,-0.07744932412891097,-0.21725540868898713
2012-08-31,-1.6522128377352634,-1.334826340450947,0.24049986369212584,-0.09757880886861751,-1.186068504116093,-0.23356633352682687,0.635385457497222,1.917397093964337,-0.19083175086560866,-3.9780105497079896,-1.6557723729727654,-0.2653116016365438,-1.6251924432449343,-0.04687879197164852,0.32182821260856415
2012-09-30,3.070014014083489,0.5720715338377901,1.9267211008817695,3.9013058003749745,2.3601627728029255,0.3974278818469925,1.2471688563106849,0.6470588576058804,0.7109965249162837,-0.30164449033152835,0.8894718958765697,1.7046815630273324,1.9338800853670024,-0.3212698374100019,0.08428899855498766
2012-10-31,0.788688550351385,1.4602390435534431,1.4855263495385034,2.7299468922808323,2.192657333382166,0.7547113865489321,0.928682958024501,0.3328754438610237,1.313571419740571,0.7336381439340595,1.6421933091701344,1.416218280415686,1.397088241198619,-0.34281069307358203,0.00649774865751995
2012-11-30,0.19165179423082981,2.4404166743915523,2.3408720100106355,0.6711142712856435,1.6994737637421384,-0.28728178640926205,0.21579077852049686,0.2257256327473559,1.6990459793448842,0.9455432651398319,1.4369631436261219,1.864075058503403,2.5937478936377616,-0.49361760942358435,-0.028911343494420035
2012-12-31,-0.1098371039094931,0.5343883801627672,1.6551007166123333,-1.0122650313764152,1.545118313068049,2.5957487179539847,1.8002248218280439,0.2037955276395158,1.7752374042057049,0.7107568365010369,0.9798976952677297,1.45627067703995,1.720732542937487,0.35625509812038364,-0.07042246429654582
