LICHF IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.2318498589164566,-0.05305004432967469,-1.0945071002882565,-1.1557747189472072,-2.015753777778411,1.2835366607789775,0.6549403666578665,0.8884216588506069,-0.6370527662573984,-0.8340158265944827,0.03866886581123712,-2.0168380261462526,-0.9202847938661437,-0.40688162962029384,-0.0556054592520957
2006-03-31,-0.5615922558544373,-0.17179578642182622,-1.0543331972012109,-0.835022038902161,-1.642523573670883,0.08079593455117762,-0.11699657334054027,3.8282949560215824,-2.097954869384916,-1.2722877764129876,-0.26836281378984245,-1.657233562130759,-1.0155977435932089,-0.10534885220172392,0.12655719522438025
2006-04-30,1.1825527501742652,0.4755238313743358,-1.0248403347101391,0.102796535928146,-0.8703382859249299,2.570150803410387,1.1980440785325723,1.8772360584691543,-0.766563408991047,-0.4606830537084346,0.4717083784735958,-1.0251220038792779,-0.965586278788352,-1.048512677485545,-0.18236799390650327
2006-05-31,-1.7388567320043364,-0.6474225749945298,-1.5680322487574947,1.2161849115431957,0.12855691794607133,-0.7563916033821897,-0.8340184024984381,3.3930740164912514,-2.2799756974393497,-1.821595627257029,-0.6575797233359879,-1.139279748698751,-1.9811157507998376,-0.09373597049933642,-0.1339693343056537
2006-06-30,-1.5667968303827164,-1.1815039893586554,-1.3833188653571644,1.4728981254901112,0.5176917375028343,-1.4279485878046538,-1.2246046956782626,3.9224311278261723,-2.8061545119784004,-2.9680253736880515,-1.4134631331163408,-0.9671412158571474,-1.8774344204950013,0.3610278539639867,-0.07095173597228449
2006-07-31,-0.7805714235493321,-2.3929507991713055,-1.5229881980168054,-0.5339240508921107,0.5301612840404727,-1.2518872760337032,-2.456201104953518,3.385753318636658,-2.5214513653679895,-3.120414072929282,-1.600781227657952,-1.0949584525563478,-2.185444756164959,0.3813242065329511,0.1164141100490418
2006-08-31,1.1780738815957095,-0.5781865941343692,-1.0418162703082334,1.1502069369263304,1.119154695069306,-1.052536465797768,-0.5573718831843711,2.0133497732112824,-1.597942141648818,-1.8985302965892958,-0.5714907082862014,-0.6919869608635423,-1.2036670778986125,-0.0531191132794714,0.02762108946685694
2006-09-30,0.22278313923190965,0.33642914026017656,-0.8455863060235911,0.2574897946293038,1.2027240752543287,-1.0465326921089873,0.06791726174624664,1.6800841661430657,-1.3043805541143623,-1.6747408214210073,-0.23989115545206408,-0.567551258120747,-0.8962275498418482,-0.16947526668467558,0.10022445852901603
2006-10-31,0.9296055617076202,1.258254115422648,-0.373310184840738,-0.8491094104849441,1.0618742787525168,-0.8127146599846654,0.18760439401412862,1.1417422179187353,-0.7913288551293693,-1.0046497689301888,0.7318803266931577,-0.26709063933308314,-0.22096722191638646,-0.3973883407025043,-0.07796878152459147
2006-11-30,-0.8755330252878877,0.1416892788486637,-0.7932340011583175,0.09451917175376284,0.42497556276864173,-1.1625897777521705,-0.4520615004767752,1.4062479553838902,-1.0239288192973999,-1.6753088996373855,0.13968677092849824,-0.6162223956840722,-0.8185115107895244,-0.1304262369130386,-0.06955154805879349
