ABREL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-02-28,0.666089157007526,0.6056412217934317,0.03640433644702039,0.11218718114541935,-0.9228194242637691,-0.23490531057865835,0.28226506597958145,2.1687509464837937,0.61088554996933,0.549547538678468,0.6948479182860072,-0.05389851992588566,0.09318802372823028,0.2714060571235646,0.12752391237321314
2014-03-31,1.1544382038896215,0.5682655523645376,0.994650994118496,0.09456983597501235,-0.7741404880275744,-0.2793417408014293,-0.9769806787307764,-3.028238354255783,1.746368469082943,1.23505101642951,1.1412068811101739,0.8528872294680127,0.3398023767884642,0.1885695208155835,-0.08106249907266351
2014-04-30,-0.739931440445289,0.57855745993956,0.6040176093313863,0.36052983195025606,-0.38284619572433065,-0.9761797647378835,-2.2185479177433174,-1.8764709445414893,0.9269173509380199,0.709979315467312,0.32964209972904124,0.42101798675794555,0.30701328367378106,-0.3391140029632774,0.35503268272386695
2014-05-31,3.304157877303667,1.921593599583485,2.374995306295656,3.1224374696486734,1.6989667464668332,2.452965123777769,2.0878729274799994,-1.402782848041147,2.9440441381774756,2.2335496284030065,2.4299582035569722,1.1255468486570723,0.43547761426030074,8.715807164937898,0.20994076533822312
2014-06-30,1.5290395823711365,2.0807536817714456,3.619695806004996,2.884549645978981,2.0151698964297458,-0.35725133813876914,0.14831224073153554,-1.0425744885044188,2.783844028481673,2.337620292662648,2.85005871909903,1.8155493311767927,0.48424946633717775,-0.8754055228308617,0.023542245896785847
2014-07-31,-0.02608088939119179,2.278677501578629,4.067660512986715,1.4187858011319694,1.5671996407617692,0.6364869152617209,1.7624798288886345,-0.7633107117262378,1.875623833546873,1.7500953667519752,1.6130621000007563,2.62419460317011,0.5709113243140692,3.1950811470390734,-0.016687466233616572
2014-08-31,-0.37934740417585555,0.5293513031801209,2.9479176797727744,0.49803969686746397,1.8654963426019144,-0.6252160700519294,-2.2674903361049425,-0.5460398374403036,1.300370327071587,1.3085008604966042,0.7115836761848546,2.0241392804689906,0.525832333144488,-1.9822201086055835,-0.08700435971661231
2014-09-30,-0.9136948433708806,-0.6361128712911824,1.648688741379423,-0.816560785316272,2.279438571226535,-0.10837929532929595,0.29458277392030047,-0.3686695624728214,0.7491057236223194,0.8742812542275938,-0.17426089736186007,1.0586901247980725,0.4344177385004902,-0.07796124579153259,0.021245487924388393
2014-10-31,0.031815510072464394,-0.6040286415591765,1.1245243342151592,-0.7871611207426131,1.688016636094832,-0.9082975091237618,-1.5956710346249148,-0.2398013784136453,0.6621164886330627,0.7984158194513595,-0.39354588838212207,0.8085919070932016,0.3758482035269031,-1.6643779475071196,-0.02550700784385286
2014-11-30,-0.32879012508608463,-0.5836906325188772,0.9997725779275418,-0.8290594571129336,-0.20296946005382885,-0.9122671634955918,-0.48689055263634434,-0.12651219156532956,0.4901672835906711,0.672074171892405,-0.5738662130603222,1.4506416620022744,0.3922128510808834,-1.574984357424653,-0.0327503591901329
2014-12-31,-0.3562120052220924,-0.3162654569414609,0.5016537005293948,-1.3628033755035591,-1.93359971041984,-0.470923331660829,-0.5482301614774511,-0.025953650801652198,0.3582231252129236,0.5777138130917968,-0.5892492431790987,2.685049385226726,0.40484261273256456,-0.45129397910853214,0.09109904393959971
2015-01-31,0.6581163954510664,-0.012608230813399532,0.9087735147788749,-0.5295207341790563,-1.2924204313276986,-0.45886935056585665,0.26725388213962226,0.05151573822476403,0.566290485044994,0.7377508647033538,-0.032839762427585434,2.3056660379262635,0.6959360528064186,-0.6573959229842034,-0.07855139206698625
2015-02-28,-0.7655487819507663,-0.22516489975487552,0.45595568754375987,-0.16713917731215788,-1.089399793944646,-0.2540657141741043,0.6283103471823427,0.14902796192587053,0.284237596943561,0.5068753603614385,-0.34538203632310216,1.1162582619729855,0.733988064151743,-0.16055574657559973,0.1825228855645158
2015-03-31,1.3728227528360026,0.6005609635460112,0.5541462709410525,0.7357175153227163,-0.261331253310658,0.9602809482515033,1.2377572600945999,0.7230253975551989,0.46136522112687456,0.753504257262282,0.483266226618627,0.7149796990653692,1.9139912710257334,1.5100204902565213,0.13717346886394463
2015-04-30,0.878241305600434,0.7357052397080082,1.1284382147847105,0.8175392993557159,0.004297456992597243,1.8066719526664234,2.152565376350121,0.6694694429598813,0.7055135420818406,0.839021900228544,0.9907451275063376,1.169392093041547,2.213407467752189,4.04051462825346,-0.08230436236401559
2015-05-31,-1.0088010576210777,0.6550748046288999,-0.08414180107676766,0.812658319691442,0.24181722139822645,0.8918834943912172,1.2253890529628213,0.7559856526637121,0.31076684303062996,0.669938279935781,0.1267606291121757,-0.10012338911436415,0.8461824098581978,0.5926732866051642,0.04660508364681955
2015-06-30,0.08193289623533595,-0.033048256523916436,-0.4189086314113757,0.12825954149725569,0.06852476189324967,0.21140899419607845,-0.2313778007080474,0.7606472198096591,0.32011088954224043,0.5946267800985796,0.05929619219927536,-0.39395923312884024,0.46822883152186173,0.061458630492221604,-0.001234969282731218
2015-07-31,-0.3515085109322221,-0.7203042490066048,-0.49020961094537235,-0.8724432227350764,0.007889711370198562,-0.15576449719756869,-1.283112737220725,0.7993041053585042,0.19022301659369267,0.4565984785897496,-0.22836705929631573,-0.46861967116621916,0.3809855867702305,-0.020395543917909296,-0.25162573257872245
2015-08-31,-2.724653999684203,-1.6734664182759091,-0.8989737219731812,1.1069582776254883,1.2766431311217072,-0.5178288051698987,-1.0593882032998523,1.0296426795831575,-0.7641711479702696,-0.25093719530082315,-1.9410003147734425,-0.8391158515536365,-0.08971011209582629,-0.0648968768034644,-0.05643537468317884
2015-09-30,-0.754767016063332,-2.24266559514351,-0.8846393697970515,0.45138717932921707,0.47906198286818547,-0.3028851303760038,-0.4653094693596572,1.113061701047128,-1.1783739487631362,-0.6461027540319869,-2.060340170015915,-0.869635335924244,-0.10987231593087331,-0.0914184153811109,0.06832592345761344
