ECLX IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2012-02-29,0.17585998603914246,-0.4706594944988324,-1.1637775538790904,-0.4016318063240683,-2.141555701064472,-0.4755384695023478,1.1904358439951794,1.5760370773020376,-1.2484922717949232,-1.6699813514230297,-0.5142342439401197,-0.7681050061156937,-0.7991800226639983,-0.18785757868648642,-0.0308921438756895
2012-03-31,-0.8654997297222827,-0.32337373095285776,-1.2030787703330825,-0.7481983387266397,-1.8974300868031995,-0.20085365068801828,0.9915062345489104,2.914186764801425,-4.218941911992787,-2.0711233738645056,-0.7676964004416268,-0.9480367005046431,-0.9256861083126828,-0.2045637183475862,0.00019062402192711642
2012-04-30,-0.4078276661705587,-0.5513843949369164,-1.401524020615064,-0.7943713233787905,-1.7996308928536315,-0.46540014107072564,-0.7063603554432744,2.206917914303082,-3.1863365095566407,-1.9913648614358912,-0.6863492814236155,-1.2316568872163098,-1.3047355203963817,-0.04741612332908046,-0.16808438193064745
2012-05-31,-2.4778184398718586,-1.8626797946794642,-1.749232401467028,0.7596989824851259,0.32299015333340125,-0.1359248542874486,0.21807946963701436,2.487464207306615,-3.305983138612415,-4.581222042967551,-1.7037653421671761,-1.6516384603961083,-2.219638890361905,0.0763923558393329,-0.023301961915259982
2012-06-30,-0.5615846770761916,-1.6167270205029758,-1.725730517649284,0.8792169790897888,0.28724045737632214,1.1568969960567235,0.21346205848475716,1.9617194789568986,-2.6074870448593175,-4.033985237626479,-1.5732769700970735,-1.6315079354831492,-2.373777143677142,-0.27962309572361155,0.11496538828726963
2012-07-31,1.2225988592683483,-0.8225429704411553,-1.359521546446402,2.828750992693971,1.2137022277750997,3.168112302186701,1.066847489760903,1.1490210884647303,-1.8367014094103062,-1.7979719621785313,-0.5834323795777094,-1.2624755371498448,-1.5537905181580236,-0.31323443219745667,0.11338746734322973
2012-08-31,1.1793387879875028,0.8071923502609776,-0.9148958924972673,0.5802977455837696,1.8818240429414268,0.7651154362152471,0.3669389570479977,0.5740563349328589,-1.266810605225226,0.14425999731888875,0.3572216771487861,-0.9169839391869041,-0.7674919169065049,0.28423253743574434,0.015286158877889484
2012-09-30,0.012204453912706664,1.2134226524627767,-0.8284968507169711,-0.22314555933217786,1.7537898196336266,0.6874655350898321,0.027518517850285543,0.3902930960220135,-1.06853001856233,0.39321018688034304,0.5302320882659415,-0.8411883167007993,-0.6880483326794912,0.3354604601308992,-0.12597322245503556
2012-10-31,-1.8529342381531115,-0.2706090589999094,-0.9935306678540621,1.9519290454443559,2.4290357064249957,0.3914667120919133,-0.5191324819374696,0.7549290668030427,-1.2388491633686267,-2.197412015165511,-0.44024351150321384,-0.9207922279530969,-1.0688499526313802,0.31189583405357674,0.06710922839958533
2012-11-30,0.783464228276704,-0.5266306874657853,-0.7693766679406102,1.1121250557409355,0.9377940825253772,1.3819237694339097,0.357025942879462,0.3220097719344974,-0.9011793367111728,-0.596730740229171,0.045521983694111506,-0.765088589346409,-0.7060852702421259,0.32453347072875527,-0.06345184739343084
