BOMH IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,0.29893357194088,0.9391623611121837,1.704902574406577,-0.6053321185113408,0.4429566685159628,0.9031980372663974,0.927002140212658,-2.7812133815700375,1.3381579137901263,0.718554319291295,0.801704872966528,1.5285800595779333,1.0951024075979898,2.027827869995954,0.04343165172748901
2024-03-31,-0.06002003379655797,0.9490209792286913,1.8634819963036298,-0.7451286693609672,-0.396979295473822,-0.6469641294714015,-0.2179328969017985,-2.0547534839237107,1.1021159840285466,0.5547627490071739,0.6903634539801579,2.1057433678361237,1.3529808933589236,-1.5579590746627172,0.11715912191449881
2024-04-30,0.5465673248267772,0.4562168189256842,1.3367230303321362,-1.887281633687439,-2.2674399859585317,-0.59265149889283,-0.6647998995255396,-2.236190529012755,1.194438383855112,0.5537683296890035,0.8744703364671468,3.0456919492610717,0.745645536226982,-1.1828804571483476,-0.015091914185243192
2024-05-31,-0.6270530420389826,-0.08599199572265562,1.154707240847099,-0.9760663419385758,-1.556503430802645,-1.0826967910962828,-1.0670089384170076,-1.8263420134452835,0.7910708965420222,0.27132794661849224,0.07592547227153197,1.8919835359866966,0.6447021187430596,-1.9849723244555724,-0.06337096741567644
2024-06-30,-1.0494492075317896,-0.6853516616529792,1.0156243675931875,-0.31905847340143884,-0.7874360256004775,-1.1772350617321776,-0.41417468692459325,-1.0245824608370535,0.08160020645320075,-0.07078786915649886,-0.8881198308922574,1.1396538618235432,0.8385477321881438,-1.9161382013835677,0.032336783343555844
2024-07-31,-0.24492435192947115,-1.1874667652552076,0.4746020979835563,-1.4035742789689216,-1.916762500871924,-0.9910662575227247,-0.463206244940479,-1.0335824445580755,0.029966856994833566,-0.21220414198773907,-0.9827902906869853,1.4396655798820936,0.2704119833275465,-1.1294818436228757,-0.06751076577290845
2024-08-31,-1.1276100372528732,-1.4826978014432,-0.35864687547269164,-1.097251648981039,-1.5095515186254844,-1.4858227670770157,-0.9708415814142687,-0.652410173947354,-0.4384343640814742,-0.6825459018321574,-1.5881604103088578,0.19573837265632638,-0.4471297751996074,-1.111111750619362,-0.03711967750895792
2024-09-30,-0.7820796565297116,-1.2715007307617,-1.2066442230436563,-1.1364111480682375,-1.4630735250738998,-1.3241269868944776,-0.8883582647683703,0.032000770773773744,-1.1095567709194565,-1.0936880083328264,-1.7177499482233158,-0.7414475645509216,-1.2392156924701638,-0.5290717162500056,-0.09365290398582932
2024-10-31,-1.263286522922783,-1.8303957650642988,-1.2053876811975726,-1.650549725346917,-2.289107223435575,-0.7506476619905951,-0.41742356498326644,0.6240474629801605,-1.8771136312009937,-1.6035704628920961,-1.9614035093229503,-0.20913883926966448,-1.1724256095480399,-0.3841688095848044,0.03806409665296264
2024-11-30,-0.029051437621201902,-1.1337140075909882,-1.3599662140438507,-0.724344555550728,-1.7112144265356797,-0.9217883985332079,0.0770245698799569,0.386043080978278,-1.8312801565688395,-1.7182262872523129,-1.3176904909191949,-0.6091262982073987,-1.415949024912264,-0.4511704465544744,-0.08868653951312568
2024-12-31,-1.132628880651015,-1.2923271611371068,-1.6798183470687191,-0.47795033357929606,-1.428210671422488,-0.6344798996871586,0.396266899938624,1.1659019061843425,-2.6514223479382277,-2.2002808944202332,-1.5713376069598153,-1.1963325508708655,-1.7866570458920572,-0.21822923377822273,-0.017395104254144724
2025-01-31,-0.37244871769611676,-0.8410810757143826,-2.085516854962364,-0.7198380593814003,-1.581671314519751,-0.09178730988504517,0.24942592809881398,1.1192387822452983,-2.321703629960305,-2.2322448730151923,-1.3175988648723036,-1.943758464443015,-2.4422540188902513,-0.019193137964411435,-0.09998084814809265
2025-02-28,-1.1425379073306672,-1.5182017181631295,-2.2224049520536173,-1.0669906989835556,-1.3196209978726072,-1.5512337849067708,-0.4030757339311739,1.540169388895353,-2.38996463358941,-2.7084029068497517,-1.550819278563533,-2.2740486455216478,-2.725107898692689,0.34046235613124876,-0.001509434248854181
2025-03-31,-0.2607619522975883,-0.9716589552161118,-2.056898413499736,-0.8081611619004286,-1.1248239250675351,-0.908994500858891,-0.4359930452864684,1.6174150097690079,-2.1811508147643406,-2.4843773677135417,-1.172013639069349,-2.1044412934181955,-2.4553676035258656,0.25064685651232893,0.08913112556929885
2025-04-30,0.6239114519189298,-0.45259294457130056,-1.8866602183098042,0.1589461721949376,-0.6304257575079978,-0.42124185342357867,-0.6797811210883559,1.0116765270245252,-1.7284914391703563,-1.7877153860798898,-0.46285129312889,-1.8064977035186343,-2.100163473897014,0.13903226155957676,0.06347696301632955
2025-05-31,0.44076172554649456,0.41637000904893473,-1.5898709707435534,-0.9209463610044588,-0.4407028885209321,-0.004707705366090162,0.7953745059760194,0.6283576193123852,-1.39188821579215,-1.3181026112192011,0.09369529845173313,-1.5067586091772418,-1.6714082225529934,0.0027482320195856423,0.056365625086912896
2025-06-30,0.3392691785515006,0.7304520400614597,-1.2854372019251108,-1.5908101255135927,-0.6247328455665265,1.5289112157880251,0.9984556003238497,0.5641731330210175,-1.386663481565356,-0.8793059907371221,0.3959029089681683,-1.2315920119020545,-1.2892082063283918,-0.21730381079233047,-0.018199989950436916
2025-07-31,-0.49377720612916454,0.14639770007835634,-1.2511387767230837,-0.7552243797655098,-0.5629419903679717,0.20322903594612782,0.17124378945797272,0.699364871578788,-1.352122864688112,-1.028601337554564,0.10757955992038248,-1.2301095918432778,-1.2782336698754622,-0.06804485838269882,-0.07649752518109822
2025-08-31,-1.0749100434920205,-0.5916778674379843,-1.1595133800842699,-0.16193582891443642,-0.7614705852077022,-1.6701618535464662,-1.2994485372546138,1.0359921645105832,-1.413850107035156,-1.8121114716270081,-0.5517228143909713,-1.1942698441226254,-1.2176748163334485,0.31831685591505293,0.07471276654207094
