TRID IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-11-30,-0.42752219791270474,0.3058972060099905,-1.0095358780767334,0.5395204107614779,0.22369603854771958,-1.046095111022402,-0.2581505756630288,1.0315451734053842,-1.17560970316323,-1.7461588927281577,-0.1162128335230926,-0.6963154220529757,-1.1364307280407957,-0.30486793384163374,-0.02715098906595086
2006-12-31,-0.06580985395244597,-0.7556604982418791,-0.8990889811254886,-1.0455182608107574,-0.08926419191493677,-1.0186197786490954,-1.5050182419633762,0.9429862756002616,-1.1343012528656518,-1.6053981331378409,-0.12425907249033984,-0.6673190716194216,-1.0048819787913479,-0.23181180082612032,0.06224230887722079
2007-01-31,0.802150829030651,0.07457153723213537,-0.8213020967483808,-0.522049862483168,-0.22966399510333846,-0.38528523996681496,-0.09235625160847268,0.6055868586134663,-0.8527044806578062,-1.09066220400327,0.3899073688706097,-0.6514189710538361,-0.871870567826534,-0.3509153354050909,-0.07145896398214487
2007-02-28,-0.5380934977361206,0.13819610795681475,-0.8123235481323496,-0.4026066440514963,-0.04817767581202309,-0.6227667208547939,0.13055376831033721,0.6915375154092005,-0.9095584142384506,-1.2447130377316664,-0.3092527972598572,-0.6350266916558432,-0.9547454732970267,-0.22287147053437503,-0.07197349962508946
2007-03-31,-0.5199253777634476,-0.17975204078518978,-0.7836329966662179,-0.2584975662657065,-1.178228110307937,-0.7641745431885772,-0.17494587121271304,-0.2371500336119203,-1.1606413394498811,-1.3285791674937475,-0.5545789201089693,-1.0096976734418324,-0.7329945991185688,-0.12381822328791327,0.03902934390573529
2007-04-30,0.5545810935159976,-0.35027714007778277,-0.6963623447265802,-0.5002616439470002,-1.0284966898853705,-0.7616127990962498,-0.8951090175080746,-0.4268472006630342,-0.8539508298810687,-0.9489944407479347,0.10108347048267492,-0.8159661564427249,-0.5947429024716847,0.0615577985268629,-0.1273984943558252
2007-05-31,-1.0445205483460809,-0.7152532403838955,-0.7336289200083952,-0.1929128067498031,-0.6843153950977972,-0.0911613516527139,0.14036864032341426,-0.11771836243992005,-0.9386422187215921,-1.2882728479196144,-0.8736878533993683,-0.7242321841605756,-0.7676091532495849,-0.27659558880440493,-0.05014978368547156
2007-06-30,-0.24448933509864607,-0.5213659652865087,-0.4572525523544523,-0.24309214063227513,-0.7082283709535961,-0.6215601595910357,-0.19443077079063814,-0.044848305459463805,-0.824887580762089,-1.2198728899790885,-0.9564496714722638,-0.48754136393053427,-0.43248094446498275,-0.06303200151822055,0.0874874541231158
2007-07-31,1.0307278963231,-0.1763368651204561,0.11349076021756303,0.1841251341599379,-0.5632649064971452,1.124893974184996,1.5693753488287532,-0.4488045030647361,-0.4660382627597536,-0.6708425965342275,0.26680284932709014,0.09368830014512451,0.3689852802206179,-0.4727664625547775,-0.021164811192043158
2007-08-31,-0.011444521532133352,0.5495219984451929,0.0680084992537521,-0.48201157797525274,-0.6863975164656112,-0.28978479529128476,-0.05510527680661873,-0.4905652311689508,-0.42890848362083744,-0.647219496286943,0.3053987829063307,0.15096832876931068,0.2870205559235006,-0.29457962808166527,0.09676755193499442
