HUVR IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,-0.5514366987446441,-0.809069048156987,-0.526465166049258,0.22248961662281921,-0.7902338939111277,-0.023387145409822452,0.4849150820654332,0.729957550333946,0.540304297848796,-1.3793637073237592,-0.7905405857272707,-0.4987922192586106,-0.5129223879975102,0.5655219766591913,-0.06329095064492739
2024-03-31,-1.1788130174141798,-2.1515466710914883,-1.431144931120998,-1.0658210326975996,-0.4318541683764183,1.9493841775341736,0.5564215655481287,2.072464744889272,-3.573343192449242,-3.1400651144061484,-1.670295214083032,-1.395018213634553,-1.5678718476832847,-1.8311497195380373,-0.015087087253562993
2024-04-30,-0.334149987697887,-1.424805965710736,-1.2606177292740812,-1.0318966831415652,-0.5023242716170644,1.6704297571496107,0.6647944321553668,2.136902380724532,-2.9927477623718017,-3.2082642279588423,-1.6617182043017065,-1.2547068460262578,-1.383121586848151,-1.3385727959461835,0.04325709196660449
2024-05-31,0.7885624387967579,-0.5024716373725072,-1.5568866022569663,0.061861689772199,-0.2699506123842283,1.1641238015802715,1.5197974376380252,0.8092979305468833,-1.7623287966385792,-1.7986936748844844,-0.5983708279928344,-1.4604117680476547,-1.6540017213797276,-1.3455058038761558,0.059993577846323795
2024-06-30,1.1057939668318655,0.9851819153275617,-0.9670478639581948,-0.4071230905917465,-0.05065931174291725,1.9135734134010944,1.023750278186034,-0.3308578403927713,-0.8666584924578896,-0.6919531743858313,0.6950884285476099,-0.8467334815688323,-0.9550172215219932,-1.2312014137495417,0.08988954007044536
2024-07-31,1.562990072580736,2.204203137917318,0.2622422764023452,-0.9386864663175776,0.2298705794562637,0.7950498734628253,0.29750964927951895,-2.095598133128006,-0.9073030904225345,0.9827434949507685,1.9990474741614481,0.2368867603063289,0.283186499603466,1.5072917665514196,0.026390001002934267
2024-08-31,0.5464434815297986,1.940207985530645,0.7964464938784221,-0.5675975566360336,0.10979570818433497,-0.4925925682791245,-0.9526003406456621,-2.614435008243746,-0.9455496698246705,1.4059050800457509,2.1571910841868815,0.7138647069807524,0.7596550214283262,0.37741019181927093,0.06288261140421779
2024-09-30,1.3101549106493726,1.868855114690464,1.598478487554868,-0.5236464173954922,-1.0559027232890963,-0.40051455966435295,-1.928972446337678,-3.4290980483845566,2.2638618659138916,2.1437091624861284,2.4912321307942418,2.285967841596079,1.3848806240175444,0.3991505882609997,-0.15708842482968285
2024-10-31,-3.338281479735218,-0.8179734284691901,-0.19487588345026505,4.59659993958856,2.7445028239146265,-0.43196465196047446,-1.1028568219543695,-0.5583263451398844,-0.37912550714235554,-0.3808696332050348,-0.731816575955072,-0.2282637045203182,-0.14132148132623984,0.8399294390402363,-0.012777039607360091
2024-11-30,-0.21670816916082675,-1.2196089158490475,-0.5130830714228805,2.9482702158191723,2.5947545646727637,-1.6740329594223844,-1.2489967548453007,-0.40045205923252714,-0.47956775838998106,-0.4962533238363803,-1.0459568921306657,-0.3890394509378861,-0.47068637983711553,1.2090857743725056,-0.07023274423819041
